Grouping,Subset,Property,GroupA,GroupB,nA,nB,MedianA,MedianB,CliffsDelta,DeltaMag,MWU_p,KS_stat,KS_p,MWU_p_BH,KS_p_BH
condition,no-histone,Mass_kDa,MagReSyn 0.5% TFA,Cytiva 2% TFA,335,206,13.704,12.239,0.089,negligible,0.0833046652425131,0.135,0.016630871013048984,0.1827534346683098,0.059871135646976346
condition,no-histone,Mass_kDa,MagReSyn 0.5% TFA,Cytiva 10% FA,335,229,13.704,12.337,0.081,negligible,0.10352915225967597,0.098,0.13672606422631456,0.20705830451935195,0.28953754777337204
condition,no-histone,Mass_kDa,MagReSyn 0.5% TFA,Cytiva 20% FA,335,196,13.704,11.808,0.16,small,0.0020392373977820492,0.163,0.0023207386452613796,0.024470848773384592,0.020886647807352415
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,MagReSyn 10% FA,239,304,11.834,14.485,-0.131,negligible,0.008841558958219151,0.158,0.002084094875870888,0.0636592244991779,0.020886647807352415
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,MagReSyn 20% FA,239,233,11.834,13.433,-0.104,negligible,0.050814928059293524,0.138,0.019679584865975715,0.13066695786675478,0.06440591410682961
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,Cytiva 0.5% TFA,239,269,11.834,14.43,-0.126,negligible,0.013854569221802556,0.154,0.004203061907578242,0.08312741533081534,0.030262045734563342
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,Cytiva 2% TFA,239,206,11.834,12.239,-0.027,negligible,0.6209082505251827,0.051,0.915935973542495,0.8278776673669103,0.9998519213640384
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,Cytiva 10% FA,239,229,11.834,12.337,-0.031,negligible,0.562502986385252,0.054,0.8593554266021253,0.7838459104456922,0.9998519213640384
condition,no-histone,Mass_kDa,MagReSyn 2% TFA,Cytiva 20% FA,239,196,11.834,11.808,0.05,negligible,0.3671562705798489,0.081,0.4562276381515496,0.5507344058697733,0.7140954336285125
condition,no-histone,Mass_kDa,MagReSyn 10% FA,MagReSyn 20% FA,304,233,14.485,13.433,0.029,negligible,0.5661109353218888,0.044,0.9453665105157449,0.7838459104456922,0.9998519213640384
condition,no-histone,Mass_kDa,MagReSyn 10% FA,Cytiva 0.5% TFA,304,269,14.485,14.43,0.007,negligible,0.886817634639612,0.038,0.9789580070993192,0.9121552813436009,0.9998519213640384
condition,no-histone,Mass_kDa,MagReSyn 10% FA,Cytiva 2% TFA,304,206,14.485,12.239,0.109,negligible,0.03593434717966609,0.15,0.006783934936102488,0.12526436410662792,0.034421958909159105
condition,no-histone,Mass_kDa,MagReSyn 10% FA,Cytiva 10% FA,304,229,14.485,12.337,0.101,negligible,0.04523435370517119,0.113,0.06366304330522406,0.12526436410662792,0.1762976583836974
condition,no-histone,Mass_kDa,MagReSyn 10% FA,Cytiva 20% FA,304,196,14.485,11.808,0.182,small,0.0005914787866653657,0.185,0.0004550710423989536,0.01508541236480344,0.016382557526362328
condition,no-histone,Mass_kDa,MagReSyn 20% FA,Cytiva 0.5% TFA,233,269,13.433,14.43,-0.023,negligible,0.6544392883375656,0.029,0.9998519213640384,0.8414219421482986,0.9998519213640384
condition,no-histone,Mass_kDa,MagReSyn 20% FA,Cytiva 2% TFA,233,206,13.433,12.239,0.083,negligible,0.13262406318092554,0.127,0.05260869361270554,0.2436315583549984,0.1578260808381166
condition,no-histone,Mass_kDa,MagReSyn 20% FA,Cytiva 10% FA,233,229,13.433,12.337,0.074,negligible,0.16662901443080735,0.092,0.25858011436499856,0.2608106312830028,0.4654442058569974
condition,no-histone,Mass_kDa,MagReSyn 20% FA,Cytiva 20% FA,233,196,13.433,11.808,0.159,small,0.00464565587561806,0.165,0.005124810907867884,0.041810902880562544,0.030748865447207303
condition,no-histone,Mass_kDa,Cytiva 0.5% TFA,Cytiva 2% TFA,269,206,14.43,12.239,0.107,negligible,0.045185446609864476,0.152,0.007649324202035357,0.12526436410662792,0.034421958909159105
condition,no-histone,Mass_kDa,Cytiva 0.5% TFA,Cytiva 10% FA,269,229,14.43,12.337,0.098,negligible,0.05963305234699498,0.106,0.11506736483594171,0.14311932563278795,0.2761616756062601
condition,no-histone,Mass_kDa,Cytiva 0.5% TFA,Cytiva 20% FA,269,196,14.43,11.808,0.181,small,0.0008380784647113022,0.179,0.001125214417790399,0.01508541236480344,0.020253859520227183
condition,no-histone,Mass_kDa,Cytiva 2% TFA,Cytiva 10% FA,206,229,12.239,12.337,-0.005,negligible,0.9315208503420738,0.051,0.922860694095413,0.9315208503420737,0.9998519213640384
condition,no-histone,Mass_kDa,Cytiva 2% TFA,Cytiva 20% FA,206,196,12.239,11.808,0.08,negligible,0.163637966122555,0.089,0.3715602213630809,0.2608106312830028,0.6080076349577688
condition,no-histone,Mass_kDa,Cytiva 10% FA,Cytiva 20% FA,229,196,12.337,11.808,0.084,negligible,0.13535086575277688,0.078,0.5063832859230559,0.2436315583549984,0.7453588541815966
condition,no-histone,IsoelectricPoint,MCW,MagReSyn 0.5% TFA,331,335,8.887,8.551,0.089,negligible,0.047203821886820055,0.1,0.06315130879627939,0.15448523526595653,0.18945392638883818
condition,no-histone,IsoelectricPoint,MCW,MagReSyn 2% TFA,331,239,8.887,8.239,0.118,negligible,0.016239256290767445,0.159,0.0016024489149068742,0.0851044200266658,0.02181408429557775
condition,no-histone,IsoelectricPoint,MCW,MagReSyn 10% FA,331,304,8.887,8.607,0.059,negligible,0.20120476388460762,0.073,0.3464598240322367,0.36217423423629314,0.5483211902371453
condition,no-histone,IsoelectricPoint,MCW,MagReSyn 20% FA,331,233,8.887,9.216,-0.078,negligible,0.11358798576919713,0.102,0.10942361939782846,0.2920833919779354,0.3030192537170634
condition,no-histone,IsoelectricPoint,MCW,Cytiva 0.5% TFA,331,269,8.887,8.887,-0.021,negligible,0.6582628962770752,0.068,0.4696043797181896,0.7644343311604744,0.6340332026374712
condition,no-histone,IsoelectricPoint,MCW,Cytiva 2% TFA,331,206,8.887,8.89,0.059,negligible,0.24630125282561133,0.064,0.654196978615877,0.38767672654308083,0.7359716009428616
condition,no-histone,IsoelectricPoint,MCW,Cytiva 10% FA,331,229,8.887,8.846,0.0,negligible,0.9970328914369764,0.046,0.91627494195431,0.9970328914369764,0.9424542260101475
condition,no-histone,IsoelectricPoint,MCW,Cytiva 20% FA,331,196,8.887,8.906,-0.016,negligible,0.7613970902012397,0.06,0.7303499451405304,0.8565717264763947,0.7967453946987605
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,MagReSyn 2% TFA,335,239,8.551,8.239,0.03,negligible,0.5439788713619812,0.063,0.6050046744412223,0.6752841161734938,0.7260056093294668
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,MagReSyn 10% FA,335,304,8.551,8.607,-0.033,negligible,0.47468386223297954,0.065,0.47552490197810343,0.6329118163106394,0.6340332026374712
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,MagReSyn 20% FA,335,233,8.551,9.216,-0.153,small,0.0019271846707807356,0.135,0.011977495040522708,0.03468932407405324,0.06769752882209285
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,Cytiva 0.5% TFA,335,269,8.551,8.887,-0.111,negligible,0.018912093339259067,0.131,0.010914810378441296,0.0851044200266658,0.06769752882209285
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,Cytiva 2% TFA,335,206,8.551,8.89,-0.032,negligible,0.533790041884045,0.085,0.2973145512423471,0.6752841161734938,0.5357967660682543
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,Cytiva 10% FA,335,229,8.551,8.846,-0.089,negligible,0.0736070623992731,0.094,0.1654890422827644,0.2208211871978193,0.3723503451362199
condition,no-histone,IsoelectricPoint,MagReSyn 0.5% TFA,Cytiva 20% FA,335,196,8.551,8.906,-0.104,negligible,0.04528939371574987,0.125,0.03867991529022596,0.15448523526595653,0.13924769504481344
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,MagReSyn 10% FA,239,304,8.239,8.607,-0.064,negligible,0.20120790790905174,0.124,0.029919641899396807,0.36217423423629314,0.11967856759758723
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,MagReSyn 20% FA,239,233,8.239,9.216,-0.174,small,0.0010933499077443222,0.166,0.0024237871439530836,0.03468932407405324,0.02181408429557775
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,Cytiva 0.5% TFA,239,269,8.239,8.887,-0.139,negligible,0.006826881037830335,0.175,0.0007021544306198279,0.08192257245396402,0.02181408429557775
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,Cytiva 2% TFA,239,206,8.239,8.89,-0.06,negligible,0.2713008502755283,0.097,0.22648094247913292,0.38767672654308083,0.4611070107363972
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,Cytiva 10% FA,239,229,8.239,8.846,-0.118,negligible,0.026848712279355865,0.143,0.014762867282214938,0.10739484911742346,0.06769752882209285
condition,no-histone,IsoelectricPoint,MagReSyn 2% TFA,Cytiva 20% FA,239,196,8.239,8.906,-0.136,negligible,0.014426802921005406,0.177,0.0018988570922392968,0.0851044200266658,0.02181408429557775
condition,no-histone,IsoelectricPoint,MagReSyn 10% FA,MagReSyn 20% FA,304,233,8.607,9.216,-0.129,negligible,0.01010574135272574,0.134,0.015043895293798409,0.0851044200266658,0.06769752882209285
condition,no-histone,IsoelectricPoint,MagReSyn 10% FA,Cytiva 0.5% TFA,304,269,8.607,8.887,-0.084,negligible,0.08398342193609545,0.085,0.2305535053681986,0.23256947613072587,0.4611070107363972
condition,no-histone,IsoelectricPoint,MagReSyn 10% FA,Cytiva 2% TFA,304,206,8.607,8.89,-0.001,negligible,0.9785033098417139,0.086,0.2976648700379191,0.9970328914369764,0.5357967660682543
condition,no-histone,IsoelectricPoint,MagReSyn 10% FA,Cytiva 10% FA,304,229,8.607,8.846,-0.057,negligible,0.2586701521034227,0.067,0.56700328754686,0.38767672654308083,0.703866150058171
condition,no-histone,IsoelectricPoint,MagReSyn 10% FA,Cytiva 20% FA,304,196,8.607,8.906,-0.071,negligible,0.17970539338661606,0.083,0.3655474601580969,0.3594107867732321,0.5483211902371453
condition,no-histone,IsoelectricPoint,MagReSyn 20% FA,Cytiva 0.5% TFA,233,269,9.216,8.887,0.056,negligible,0.27998874694778064,0.1,0.15029901089798264,0.38767672654308083,0.36071762615515834
condition,no-histone,IsoelectricPoint,MagReSyn 20% FA,Cytiva 2% TFA,233,206,9.216,8.89,0.132,negligible,0.017336667924867325,0.129,0.04589440450002722,0.0851044200266658,0.15019986927281637
condition,no-histone,IsoelectricPoint,MagReSyn 20% FA,Cytiva 10% FA,233,229,9.216,8.846,0.076,negligible,0.15987619538843834,0.086,0.33368269271360723,0.3594107867732321,0.5483211902371453
condition,no-histone,IsoelectricPoint,MagReSyn 20% FA,Cytiva 20% FA,233,196,9.216,8.906,0.061,negligible,0.2737490758164002,0.086,0.3848518938506231,0.38767672654308083,0.5541867271448973
condition,no-histone,IsoelectricPoint,Cytiva 0.5% TFA,Cytiva 2% TFA,269,206,8.887,8.89,0.078,negligible,0.14698909117883252,0.108,0.12187536905598595,0.35277381882919806,0.3133938061439639
condition,no-histone,IsoelectricPoint,Cytiva 0.5% TFA,Cytiva 10% FA,269,229,8.887,8.846,0.024,negligible,0.6476184225092612,0.05,0.901668504358954,0.7644343311604744,0.9424542260101475
condition,no-histone,IsoelectricPoint,Cytiva 0.5% TFA,Cytiva 20% FA,269,196,8.887,8.906,0.012,negligible,0.8208558743286083,0.074,0.5301799246435734,0.8691415139949971,0.6816599031131659
condition,no-histone,IsoelectricPoint,Cytiva 2% TFA,Cytiva 10% FA,206,229,8.89,8.846,-0.062,negligible,0.26719992170845397,0.07,0.6366532529122418,0.38767672654308083,0.7359716009428616
condition,no-histone,IsoelectricPoint,Cytiva 2% TFA,Cytiva 20% FA,206,196,8.89,8.906,-0.078,negligible,0.17411998549016927,0.09,0.3649537087864593,0.3594107867732321,0.5483211902371453
condition,no-histone,IsoelectricPoint,Cytiva 10% FA,Cytiva 20% FA,229,196,8.846,8.906,-0.013,negligible,0.8182812009712412,0.035,0.9984558100149712,0.8691415139949971,0.9984558100149711
condition,no-histone,GRAVY,MCW,MagReSyn 0.5% TFA,331,335,-0.619,-0.623,-0.002,negligible,0.9714016318180604,0.051,0.7580047866312492,0.9714016318180604,0.9321349036794961
condition,no-histone,GRAVY,MCW,MagReSyn 2% TFA,331,239,-0.619,-0.828,0.217,small,9.292161088366974e-06,0.238,2.1532050172462953e-07,6.690355983624222e-05,4.426243158742102e-06
condition,no-histone,GRAVY,MCW,MagReSyn 10% FA,331,304,-0.619,-0.623,0.017,negligible,0.7058811793020154,0.05,0.7991314102914743,0.7700521956021987,0.9321349036794961
condition,no-histone,GRAVY,MCW,MagReSyn 20% FA,331,233,-0.619,-0.623,0.04,negligible,0.42109998601231824,0.054,0.7875844552331531,0.5830615190939791,0.9321349036794961
condition,no-histone,GRAVY,MCW,Cytiva 0.5% TFA,331,269,-0.619,-0.682,0.093,negligible,0.050736914416383,0.094,0.137379085349895,0.11415805743686175,0.27475817069979
condition,no-histone,GRAVY,MCW,Cytiva 2% TFA,331,206,-0.619,-0.856,0.23,small,7.476956816102477e-06,0.248,2.4590239770789456e-07,6.690355983624222e-05,4.426243158742102e-06
condition,no-histone,GRAVY,MCW,Cytiva 10% FA,331,229,-0.619,-0.666,0.078,negligible,0.117075115252219,0.094,0.16714074021554437,0.22182653416209916,0.3166877183031367
condition,no-histone,GRAVY,MCW,Cytiva 20% FA,331,196,-0.619,-0.626,0.071,negligible,0.17433498478469756,0.117,0.06257304846077681,0.2988599739166244,0.14078935903674783
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,MagReSyn 2% TFA,335,239,-0.623,-0.828,0.237,small,1.2260689194504928e-06,0.22,2.107601436273893e-06,2.206924055010887e-05,1.8968412926465036e-05
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,MagReSyn 10% FA,335,304,-0.623,-0.623,0.019,negligible,0.6728565857013555,0.029,0.998448261679141,0.756963658914025,0.9984482616791409
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,MagReSyn 20% FA,335,233,-0.623,-0.623,0.044,negligible,0.37225183821896446,0.068,0.5174960366423158,0.5360426470353088,0.7276252219726802
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,Cytiva 0.5% TFA,335,269,-0.623,-0.682,0.102,negligible,0.03037132987948402,0.107,0.0603125882326056,0.07289119171076165,0.14078935903674783
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,Cytiva 2% TFA,335,206,-0.623,-0.856,0.254,small,6.947747419748998e-07,0.238,7.310453383359694e-07,2.206924055010887e-05,8.772544060031632e-06
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,Cytiva 10% FA,335,229,-0.623,-0.666,0.084,negligible,0.08990419490392536,0.088,0.23041189259253422,0.17980838980785072,0.39499181587291576
condition,no-histone,GRAVY,MagReSyn 0.5% TFA,Cytiva 20% FA,335,196,-0.623,-0.626,0.077,negligible,0.1368533244562897,0.096,0.18874280876303984,0.24633598402132145,0.3397370557734717
condition,no-histone,GRAVY,MagReSyn 2% TFA,MagReSyn 10% FA,239,304,-0.828,-0.623,-0.217,small,1.4381341195539468e-05,0.216,5.977404206389667e-06,8.62880471732368e-05,3.9268343671433316e-05
condition,no-histone,GRAVY,MagReSyn 2% TFA,MagReSyn 20% FA,239,233,-0.828,-0.623,-0.178,small,0.0008119744396927826,0.206,7.31211333533911e-05,0.0036538849786175217,0.0003685862992955291
condition,no-histone,GRAVY,MagReSyn 2% TFA,Cytiva 0.5% TFA,239,269,-0.828,-0.682,-0.128,negligible,0.013031414347316408,0.151,0.005408425574781453,0.033509351178813616,0.013907380049438022
condition,no-histone,GRAVY,MagReSyn 2% TFA,Cytiva 2% TFA,239,206,-0.828,-0.856,0.028,negligible,0.6151628213366626,0.076,0.5119283948356034,0.738195385603995,0.7276252219726802
condition,no-histone,GRAVY,MagReSyn 2% TFA,Cytiva 10% FA,239,229,-0.828,-0.666,-0.15,small,0.005104525771399927,0.178,0.0010184336305629044,0.015313577314199781,0.003333055518205869
condition,no-histone,GRAVY,MagReSyn 2% TFA,Cytiva 20% FA,239,196,-0.828,-0.626,-0.165,small,0.003041879389972901,0.187,0.000877233646739195,0.009955241639911313,0.003158041128261102
condition,no-histone,GRAVY,MagReSyn 10% FA,MagReSyn 20% FA,304,233,-0.623,-0.623,0.026,negligible,0.6007650751047571,0.052,0.8434933159314609,0.738195385603995,0.9489299804228936
condition,no-histone,GRAVY,MagReSyn 10% FA,Cytiva 0.5% TFA,304,269,-0.623,-0.682,0.082,negligible,0.0895214723986671,0.096,0.12903841870532903,0.17980838980785072,0.27325782784657915
condition,no-histone,GRAVY,MagReSyn 10% FA,Cytiva 2% TFA,304,206,-0.623,-0.856,0.232,small,8.914075790721866e-06,0.224,6.544723945238886e-06,6.690355983624222e-05,3.9268343671433316e-05
condition,no-histone,GRAVY,MagReSyn 10% FA,Cytiva 10% FA,304,229,-0.623,-0.666,0.066,negligible,0.18935803334698442,0.079,0.36844469125469764,0.30985860002233817,0.5766960384856137
condition,no-histone,GRAVY,MagReSyn 10% FA,Cytiva 20% FA,304,196,-0.623,-0.626,0.06,negligible,0.2577290936774439,0.087,0.30353995664178285,0.40340205966904263,0.49670174723200833
condition,no-histone,GRAVY,MagReSyn 20% FA,Cytiva 0.5% TFA,233,269,-0.623,-0.682,0.052,negligible,0.3119030265336229,0.061,0.7116661229633126,0.46785453980043434,0.9321349036794961
condition,no-histone,GRAVY,MagReSyn 20% FA,Cytiva 2% TFA,233,206,-0.623,-0.856,0.192,small,0.0004977647038014422,0.212,8.190806651011758e-05,0.0025599327624074167,0.0003685862992955291
condition,no-histone,GRAVY,MagReSyn 20% FA,Cytiva 10% FA,233,229,-0.623,-0.666,0.037,negligible,0.49656111095508826,0.058,0.8026717226128994,0.662081481273451,0.9321349036794961
condition,no-histone,GRAVY,MagReSyn 20% FA,Cytiva 20% FA,233,196,-0.623,-0.626,0.03,negligible,0.5866403535852396,0.077,0.5255071047580469,0.738195385603995,0.7276252219726802
condition,no-histone,GRAVY,Cytiva 0.5% TFA,Cytiva 2% TFA,269,206,-0.682,-0.856,0.147,small,0.005873119561208656,0.159,0.004770541951022121,0.016264023400270125,0.013210731556676642
condition,no-histone,GRAVY,Cytiva 0.5% TFA,Cytiva 10% FA,269,229,-0.682,-0.666,-0.016,negligible,0.754722125399915,0.035,0.9956535218162053,0.7991175445410865,0.9984482616791409
condition,no-histone,GRAVY,Cytiva 0.5% TFA,Cytiva 20% FA,269,196,-0.682,-0.626,-0.025,negligible,0.6398479015634932,0.05,0.919228260299814,0.743049176009218,0.9984482616791409
condition,no-histone,GRAVY,Cytiva 2% TFA,Cytiva 10% FA,206,229,-0.856,-0.666,-0.168,small,0.0024838139031743843,0.179,0.0016026859852825079,0.008941730051427784,0.004808057955847524
condition,no-histone,GRAVY,Cytiva 2% TFA,Cytiva 20% FA,206,196,-0.856,-0.626,-0.185,small,0.0013242403348716668,0.194,0.0008184311597900458,0.005296961339486667,0.003158041128261102
condition,no-histone,GRAVY,Cytiva 10% FA,Cytiva 20% FA,229,196,-0.666,-0.626,-0.01,negligible,0.8557226249659802,0.04,0.991621786150744,0.8801718428221511,0.9984482616791409
